sample_number,dimension_value
1,0.145898417069
2,0.223633266629
3,0.074616726172
4,0.118786084192
5,0.138052054791
6,0.132450732745
7,0.050388255901
8,0.107836808393
9,0.142952298025
10,0.081773075666
11,0.101583298696
12,0.096918250853
13,0.085420559676
14,0.111425409412
15,0.246544182571
16,0.132929322061
17,0.129227799247
18,0.149338591164
19,0.007996669789
20,0.076566171360
21,0.067411031792
22,0.078860493801
23,0.049407216678
24,0.160198497304
25,0.066537100665
26,0.113376928571
27,0.068556712371
28,0.030140485918
29,0.072087624280
30,0.128977829609
31,0.113292195945
32,0.104819639921
33,0.077573212312
34,0.088512465554
35,0.103532397263
36,0.071047739502
37,0.160878366528
38,0.047167677973
39,0.126263725548
40,0.053073058227
41,0.135493535325
42,0.061433650070
43,0.091315998292
44,0.167607147882
45,0.123062710060
46,0.126838961733
47,0.113581369757
48,0.132499009959
49,0.132976677071
50,0.015563523531
51,0.119595825217
52,0.082569325931
53,0.126542058136
54,0.005504682368
55,0.107148499335
56,0.008151618427
57,0.179483828703
58,0.111299411292
59,0.031100979471
60,0.129537756996
61,0.076571041310
62,0.097293952581
63,-0.004268516678
64,0.089357352284
65,0.068891991253
66,0.192320642793
67,0.040595434017
68,0.072600737223
69,0.154974179773
70,0.047579394164
71,0.033496154488
72,0.098475184261
73,0.171673738626
74,0.054674859725
75,0.126835697658
76,0.038634132674
77,0.125668710974
78,0.096583951515
79,0.103291407764
80,0.128222607169
81,0.099868073390
82,-0.011310170620
83,0.108033541649
84,0.163650796050
85,0.037553556462
86,0.107511140637
87,0.182372976879
88,0.080079998653
89,0.054403922847
90,0.147586338609
91,0.155399827139
92,0.073972494204
93,0.097532472652
94,0.029569961571
95,0.143759977161
96,0.012310536464
97,0.119796138528
98,0.097757862240
99,0.067990788516
100,0.171387913240
101,0.105312171619
102,0.032919928061
103,0.185432208670
104,0.056002777219
105,0.125387559473
106,0.183975994501
107,0.122117382355
108,0.122672115190
109,0.148626049577
110,0.052831988618
111,0.072834824215
112,0.206829001037
113,0.075367119378
114,0.087061587950
115,0.122684460714
116,0.228809400925
117,0.086881413727
118,0.051547827880
119,0.148393593546
120,0.165401802473
121,0.104435169614
122,0.171650489161
123,0.149357038605
124,0.107666922644
125,0.125519871706
126,0.090654356818
127,0.075055327337
128,0.140818338736
129,0.065824286851
130,0.101628806600
131,0.134606436637
132,0.171362034996
133,0.166734967912
134,0.157167226870
135,0.182201857695
136,0.187230425393
137,0.128631557228
138,0.103716748843
139,0.147754776856
140,0.047928894206
141,0.158145401631
142,0.167294844781
143,0.092943576011
144,0.174063025128
145,0.118438299687
146,0.113439567984
147,0.051441821844
148,0.045789384041
149,0.181749522669
150,0.008176996153
151,0.163672467080
152,0.033518025531
153,0.099881815559
154,0.078748459919
155,0.143525331972
156,0.022653363995
157,0.083183069753
158,0.225010107125
159,0.197516967815
160,0.121174805912
161,0.105078812787
162,0.146876043653
163,0.032628208220
164,0.028491183505
165,0.121877805315
166,0.116935315160
167,0.089468607755
168,0.146622911184
169,0.042733794798
170,0.122017704641
171,0.161619906066
172,0.122128450935
173,0.077481998297
174,0.209136335234
175,0.069586757285
176,0.198058596905
177,0.141588998753
178,0.112995658622
179,0.170613095297
180,-0.090580598524
181,0.096077360174
182,0.196039690367
183,0.093707364790
184,0.081365405241
185,0.124932628974
186,0.121927700665
187,0.128576194876
188,0.047705630960
189,0.097738109994
190,0.036674994105
191,-0.012276792360
192,0.032523815786
193,0.013716684243
194,0.080395227337
195,0.020909347217
196,0.080759397905
197,0.206018557584
198,0.110746402829
199,0.064689395479
200,0.132642524305
201,0.105408984652
202,0.075673637222
203,0.206130735167
204,0.180600345349
205,0.194220604757
206,0.106715086744
207,0.094979792165
208,0.151203689275
209,0.049363745974
210,0.049255749238
211,0.109850220358
212,0.069745158984
213,0.111358006571
214,0.135563112960
215,0.120640083932
216,0.113861743598
217,0.106497065681
218,0.077101753986
219,0.069004829935
220,0.110949102462
221,0.161991432661
222,0.107123291650
223,0.128319110390
224,0.105013254797
225,0.102021589031
226,0.080558263075
227,0.071347596719
228,0.092446069818
229,0.193035862170
230,0.123167517273
231,0.146911125329
232,0.090264271898
233,0.119155826808
234,0.170095832196
235,0.071724461542
236,0.122353521229
237,0.064865796467
238,0.062272479882
239,0.131454524195
240,0.087335308828
241,0.149849391606
242,0.098313201311
243,0.167478141611
244,0.182831447920
245,0.144152953750
246,0.197513284212
247,0.066416235554
248,0.067195286400
249,0.055054886644
250,0.193829960346
251,0.131312345300
252,0.033072566121
253,0.128656953605
254,0.136530478760
255,0.080336386823
256,0.180047587821
257,0.124215941520
258,0.156760799547
259,0.167888228208
260,0.125095024247
261,0.081242619845
262,0.080217542886
263,0.066237075387
264,0.084260717852
265,0.028366012114
266,0.156116871360
267,0.208932450965
268,0.109287841064
269,-0.029933643985
270,0.075458964299
271,0.115120627636
272,0.172272403132
273,0.012704838019
274,0.117386952454
275,0.076538399803
276,0.133583339888
277,0.086265777569
278,0.165353703068
279,-0.002641976834
280,0.139893009169
281,0.075642757284
282,0.155633050481
283,0.058916590823
284,0.099392527187
285,0.070818814889
286,0.054202491716
287,0.095561038902
288,0.097643544005
289,0.171092609330
290,0.178988531171
291,0.060520145953
292,0.121555277356
293,0.077538462456
294,0.170824001805
295,0.078084136435
296,0.134314080505
297,0.051619837944
298,0.067931808723
299,0.046533679680
300,0.067003884238
301,0.114549647881
302,0.029340852453
303,0.091772355363
304,0.174926728934
305,0.096615049070
306,0.020273466725
307,0.081992862212
308,0.104531505478
309,0.189220577162
310,0.214955370323
311,0.065151121951
312,0.093988967770
313,0.115283512613
314,0.162469963778
315,0.165726825361
316,0.076563805688
317,0.121100237156
318,0.097048364631
319,0.006260991333
320,0.189137809176
321,0.069789241802
322,0.179977962123
323,0.075521448110
324,0.143273862213
325,0.154395974885
326,0.117048832993
327,0.202570854353
328,0.053680463017
329,0.168493957994
330,-0.021154295383
331,0.043322057670
332,0.070339373428
333,0.127585322174
334,0.092254883424
335,0.048295883070
336,0.070186602153
337,0.044325533925
338,0.042361100134
339,0.177382524812
340,0.010730296754
341,0.125598683852
342,0.094538409457
343,0.015335966758
344,0.039356061003
345,0.151939669564
346,0.070581764142
347,0.174255739301
348,0.099246664443
349,0.078378123128
350,0.072463402828
351,0.071747664954
352,0.047616549475
353,0.150894101054
354,0.155506089238
355,0.060484752181
356,0.118863225075
357,0.059212278812
358,0.043168138369
359,0.092213269589
360,0.147895999985
361,0.062989309686
362,0.072929184746
363,0.146882952802
364,0.102537833385
365,0.106583211300
366,0.173315849161
367,0.057963358071
368,0.058682001252
369,0.046972393364
370,0.079608982474
371,0.081375463248
372,0.102509350964
373,0.178710120294
374,0.064147151223
375,0.079463505937
376,0.116333861446
377,0.055248741243
378,0.207230596723
379,0.004392824518
380,0.079775694181
381,0.093417148879
382,0.040294867982
383,0.095080642897
384,0.076479810332
385,0.210999975848
386,0.161007840717
387,0.105628538726
388,-0.005546449762
389,0.050146464109
390,0.109139700173
391,0.109151111294
392,0.079767086265
393,0.091063565770
394,0.031206411845
395,-0.043915054844
396,0.128169515037
397,0.169320728849
398,0.124820385746
399,0.059287335136
400,0.072243711757
401,-0.023639950442
402,0.151943187940
403,0.097696907352
404,0.135431140130
405,0.097738213028
406,0.103479510724
407,0.066752750193
408,0.046113009215
409,0.052122913140
410,0.111400978055
411,0.174019148483
412,0.123882579968
413,0.167322959879
414,0.195659782019
415,0.020598177948
416,0.117740889806
417,0.031204576686
418,0.068473312147
419,0.107683473303
420,-0.030287123016
421,0.183205838221
422,0.068737075360
423,0.038630975738
424,-0.016260623924
425,0.047104364039
426,0.101677367134
427,0.102001182824
428,0.034609913464
429,0.103599649855
430,-0.014299444434
431,0.158067667779
432,0.199079551783
433,0.038216773940
434,0.134932779920
435,0.016277463008
436,0.113660227064
437,0.066381793596
438,0.159051215801
439,0.143353813583
440,0.109662063319
441,0.092382507414
442,0.049448839836
443,0.143553935418
444,0.032402292928
445,0.116504018027
446,0.156965683604
447,0.104241893078
448,0.051339401804
449,0.147669275992
450,0.084871412666
451,0.165223782673
452,-0.035763206568
453,0.166899490182
454,0.026140877926
455,0.086701119673
456,0.054889826499
457,0.122395128473
458,0.099551858805
459,0.249309018694
460,0.044173202036
461,0.106490076165
462,0.042109812814
463,0.156445764207
464,0.113263289025
465,0.140703891184
466,0.128695184123
467,0.027774999767
468,0.008266423593
469,0.086646255047
470,0.106744354510
471,0.054553388918
472,0.112969361409
473,0.207793123044
474,0.137385161224
475,0.113492756058
476,0.120922776894
477,0.138325278253
478,0.086721430198
479,0.097111594633
480,0.143930906703
481,0.063988033781
482,0.144306599243
483,0.035335152021
484,0.088043372189
485,0.159369911853
486,0.061762237237
487,-0.030053555870
488,0.069246859060
489,0.160521145166
490,0.111865751779
491,0.023767900639
492,0.033098884585
493,-0.036794893853
494,0.128015244406
495,0.119657162490
496,0.067599394059
497,0.170168105472
498,0.087513871690
499,0.139764803882
500,0.114222988073
501,0.111879513748
502,0.056084810752
503,-0.052367187015
504,0.189220105486
505,0.024113704731
506,0.107799581494
507,0.087392806869
508,0.119100260897
509,0.122096211098
510,0.062353825500
511,0.079784254742
512,0.116102579113
513,0.057979624452
514,0.155778015720
515,0.178311269674
516,0.103383882320
517,0.123641267340
518,0.123946652866
519,0.072775914067
520,0.162888414814
521,0.099144370099
522,0.089522097761
523,0.040321391768
524,0.069832794187
525,0.119229929671
526,0.197547676152
527,0.078282392865
528,0.172100497514
529,0.155620340814
530,0.207859887548
531,0.015731991230
532,0.090235766576
533,0.146228794425
534,0.092708063484
535,0.095834661395
536,0.065171130271
537,0.038239396056
538,0.135918028069
539,0.077825405076
540,0.165091998303
541,0.172864136213
542,0.143255765268
543,0.104915387317
544,0.119841154094
545,0.028194906629
546,0.048624610604
547,0.081693710577
548,0.060597791858
549,0.173412492739
550,0.114778909161
551,0.073019676755
552,0.105412630313
553,0.100697632184
554,0.126119622074
555,0.072518792590
556,0.101298774066
557,0.121093496810
558,0.073137899554
559,0.125940740676
560,0.201797977627
561,0.146071229872
562,0.044927489315
563,0.046547549441
564,0.137953967416
565,0.210384352247
566,0.147860194847
567,0.106612156936
568,0.126417889129
569,0.058694927541
570,0.161860796692
571,0.090221905222
572,0.202037163890
573,0.087028106749
574,0.124786262797
575,0.077811280149
576,0.036315225787
577,0.112586972914
578,0.146613445975
579,0.055363159766
580,0.070303064449
581,0.024710251960
582,0.177263642337
583,0.112349087971
584,0.160071120920
585,0.073754170064
586,-0.003356052509
587,0.146032124571
588,0.165789449552
589,0.148205193848
590,0.137790381260
591,0.126881363849
592,0.077091338542
593,0.114681169052
594,0.027309653355
595,0.181265347107
596,0.043540093242
597,0.143240386618
598,-0.023290612677
599,0.117455435933
600,0.206136585682
601,0.045125706783
602,0.186686460607
603,0.131535023413
604,0.085227696850
605,-0.012125555883
606,0.129248914224
607,0.178589373849
608,0.145257723200
609,0.050531534423
610,0.105337940231
611,0.067973683713
612,0.053525605947
613,0.135458641333
614,-0.038352529472
615,0.103346501833
616,0.067330045588
617,0.150956830705
618,0.194702032161
619,0.070524542755
620,0.150389133937
621,0.130862371523
622,0.074962826165
623,0.122521960419
624,0.146283223002
625,0.152520636257
626,0.098741730479
627,0.090250494215
628,0.196525220140
629,0.102681679978
630,0.172684837361
631,0.152842477115
632,0.250428688467
633,0.094884463645
634,0.145451778262
635,0.070197663956
636,0.083711806697
637,0.180794024411
638,0.108897649642
639,0.155883952380
640,0.072939545852
641,0.079706097880
642,0.077143737421
643,0.040087006796
644,0.026923802872
645,0.126131484400
646,0.006538157897
647,0.175288923422
648,0.167099429351
649,0.015180455894
650,0.040844628518
651,0.155223436114
652,0.124668951624
653,0.140122663841
654,0.039490949502
655,0.100165352298
656,0.146064379230
657,0.072199156305
658,0.102273258802
659,0.033378389698
660,0.057788244427
661,0.095423164857
662,0.121905952709
663,0.064664779757
664,0.058748645623
665,0.136567530496
666,0.159018462856
667,0.120370437628
668,0.072321414260
669,0.144098808678
670,0.165158088979
671,0.137869559149
672,0.076490857452
673,0.036191392031
674,0.133370240727
675,0.071604473205
676,0.193920195602
677,0.103187420815
678,0.028721711164
679,0.072822058512
680,0.173605763787
681,0.075618306036
682,-0.014525541520
683,0.154389719060
684,0.003916086568
685,0.099650578504
686,0.194665739311
687,0.182573261264
688,-0.043589590530
689,0.128092183259
690,0.035664019372
691,0.046031699809
692,0.047779283337
693,0.009599491530
694,0.131265874286
695,0.169901718967
696,0.124982793646
697,0.164945418550
698,0.164791851900
699,0.034516030544
700,0.046851493954
701,0.101181223795
702,0.043443212131
703,0.123587834619
704,0.092862379635
705,0.087388094885
706,0.154420054976
707,0.073258143829
708,0.108491171071
709,0.034065566717
710,0.015382013015
711,0.067681375593
712,0.070466547622
713,0.118646102173
714,0.113385038187
715,0.081866737647
716,0.058597176591
717,0.143529253735
718,0.006933387262
719,0.182749977072
720,0.114064217493
721,0.164582070451
722,0.070020582206
723,0.104726173332
724,0.025373605613
725,0.074006500808
726,0.109890252564
727,0.083594336926
728,0.162835453134
729,0.073271188199
730,0.116841846087
731,0.028621166514
732,0.193588812972
733,0.055925300464
734,0.084020070420
735,0.023420787730
736,0.110283759958
737,0.086177127139
738,0.154131421777
739,0.020238568011
740,0.097037514256
741,0.017667167186
742,0.148149607701
743,0.073364050932
744,0.101506438607
745,0.015934242063
746,0.197864170888
747,0.139240788663
748,0.055658642138
749,0.169191795611
750,0.154033727492
751,0.182394568827
752,0.117467309586
753,0.030084168368
754,0.035038489665
755,0.144814605914
756,0.130139987139
757,0.127062912094
758,0.228199219801
759,0.050104609878
760,0.117882618467
761,0.087869948916
762,0.099745955173
763,0.182754295539
764,0.229885541245
765,0.095144826294
766,0.114153545482
767,0.074255708629
768,0.177874914522
769,0.151632888134
770,0.109641561955
771,0.128794238030
772,0.094113665107
773,0.105775198973
774,0.077184746910
775,-0.003729880123
776,0.170867491550
777,0.214483330737
778,0.133942086038
779,0.068044914879
780,0.143072495622
781,0.157209339534
782,0.087389351094
783,0.149827413627
784,0.092997773658
785,0.131537123854
786,0.161327965029
787,0.061498638779
788,0.144980053433
789,0.075372714424
790,0.033451890535
791,0.101169670571
792,0.042862469449
793,0.215928490192
794,0.112803172853
795,0.017413483313
796,0.186404570342
797,0.075033896258
798,0.135300610918
799,0.028592592159
800,-0.005507850985
801,0.013232055520
802,0.064012723039
803,0.148521908679
804,0.074318358359
805,0.135605335244
806,0.096905126584
807,0.020717085613
808,0.095253976806
809,0.105867823664
810,0.117617668460
811,0.084222029635
812,0.061664086753
813,0.081609322775
814,0.197358245101
815,0.128429114157
816,0.104718239066
817,0.130937897091
818,0.159145663398
819,0.088063547262
820,0.143189032303
821,0.035273663764
822,0.143734988879
823,-0.059092355022
824,0.125535543212
825,0.150138357717
826,0.052760896151
827,0.110835139083
828,0.165725421441
829,0.162191336169
830,0.119081925421
831,0.157183069081
832,0.185021518152
833,0.080488183423
834,0.149269389058
835,0.099193535560
836,0.027333137849
837,0.052421872807
838,0.079304133670
839,0.069873941191
840,0.123010877557
841,0.127674318839
842,0.040823725562
843,0.174697878591
844,0.150456771800
845,0.206914380973
846,0.119891745929
847,0.117076558100
848,0.070884710483
849,-0.047793637693
850,0.039161882875
851,0.141318835497
852,0.051294670681
853,0.126634769785
854,0.023655445262
855,0.116013009993
856,0.172704338859
857,0.117819003686
858,0.085543796394
859,0.099985977532
860,0.024437910748
861,0.152539811119
862,0.157159057171
863,0.057322092693
864,0.048571179624
865,0.061870376976
866,0.008914623294
867,0.136600855455
868,0.140012836002
869,0.078256979993
870,0.066835975043
871,0.110530344106
872,0.154269266002
873,0.161797570742
874,0.127686584045
875,0.123315785057
876,0.116708353971
877,0.124800642783
878,0.090239631364
879,0.066771050008
880,0.037475074521
881,0.045699645608
882,0.127558698622
883,0.037350712802
884,0.104661157401
885,0.043454288106
886,0.084858770047
887,0.110997516075
888,0.136763643308
889,0.078549932929
890,0.079587333386
891,0.058825916822
892,0.225575138647
893,0.119602677397
894,0.121784640365
895,0.108703019652
896,0.016570211588
897,0.148364753339
898,0.225527550824
899,0.067234240222
900,-0.048883245312
901,0.124726907876
902,0.098659664840
903,0.156689093065
904,0.004875664476
905,0.182180071081
906,0.001899114000
907,0.093927629512
908,-0.010192204658
909,0.080500986449
910,0.205504717273
911,0.070965457273
912,0.062139912028
913,0.144541194228
914,0.139982891024
915,0.140416066092
916,0.104111688216
917,0.061317588767
918,0.159021104852
919,0.107028795597
920,0.148913457766
921,0.149899498404
922,0.096068687453
923,0.030996716543
924,0.131535665110
925,0.098811795405
926,-0.028418756753
927,0.086416018673
928,0.176979184989
929,0.043393422454
930,0.143656690640
931,0.038002135935
932,0.115228752990
933,0.091277352431
934,0.069375597420
935,0.157995745670
936,0.249143727296
937,0.156466014601
938,-0.017856152742
939,0.159782079283
940,0.119969227906
941,0.071656202400
942,0.134225831424
943,0.104483059796
944,0.071591600318
945,-0.012852623344
946,0.050622074667
947,0.030626724847
948,0.139664274672
949,0.110934982384
950,0.092503565446
951,0.047253835495
952,0.099406955489
953,0.149674317481
954,0.140320097784
955,0.069292910465
956,0.045171076351
957,0.188884963159
958,0.063319167162
959,0.135770105871
960,-0.063628508323
961,0.092263080133
962,0.117435050665
963,-0.005330890226
964,0.264913489143
965,0.176028487730
966,0.129926090834
967,0.095296444834
968,-0.031092481589
969,0.056457178039
970,0.043598424464
971,0.173209310244
972,0.085524611982
973,0.103761248858
974,0.209741255215
975,0.150999875660
976,0.021963992054
977,0.063069183515
978,0.163154072981
979,0.118423018885
980,0.125967342352
981,0.081587532831
982,0.127152900601
983,0.083632376680
984,0.055643055054
985,0.074513073586
986,0.105496940331
987,0.144334949700
988,0.047563245893
989,0.094632312625
990,0.105488507617
991,0.107304162501
992,0.066915569738
993,0.122666213320
994,0.114232625815
995,0.046039327005
996,0.091717193587
997,0.119850460496
998,0.114869181824
999,0.049309303224
1000,0.176802326251
1001,0.099645207047
1002,0.101850968362
1003,0.093396373765
1004,0.035998963919
1005,0.152281330591
1006,0.107177181458
1007,0.178522396717
1008,0.092979998868
1009,0.113707590867
1010,0.108940514034
1011,0.021834882858
1012,0.051947676944
1013,0.117603652713
1014,0.098528113049
1015,0.136765932299
1016,0.111661544999
1017,0.187338390588
1018,0.120005128673
1019,0.104535345504
1020,0.137457649025
1021,0.183274950517
1022,0.050399603357
1023,0.121737466021
1024,0.135364173294
1025,0.074036045678
1026,0.151727631602
1027,0.135013589014
1028,0.114459900111
1029,0.135003396228
1030,0.068957639633
1031,0.110626551397
1032,0.161437856692
1033,-0.021072707050
1034,0.146924783063
1035,0.090095023146
1036,0.125233813209
1037,0.071671317192
1038,0.124389545570
1039,0.083778998659
1040,0.131602842929
1041,0.077372852108
1042,-0.038209884960
1043,0.086681723691
1044,-0.004986011008
1045,0.146630725843
1046,0.155287637462
1047,0.123303955100
1048,0.088132247583
1049,0.196255533373
1050,0.101853001617
1051,0.147195004213
1052,0.158329906621
1053,0.090269273637
1054,0.078255992730
1055,0.027960022555
1056,0.022286408037
1057,0.138770763775
1058,0.044593882936
1059,0.103997470494
1060,0.004234287700
1061,0.182641589085
1062,0.024284279020
1063,0.088828664635
1064,0.117497693190
1065,0.235677510433
1066,0.031849838580
1067,0.049887922408
1068,0.148788630587
1069,0.122075745016
1070,0.044905277786
1071,0.019340728231
1072,0.108318092762
1073,0.026287553737
1074,0.104576628343
1075,0.108707071680
1076,0.065322080125
1077,0.062455169270
1078,0.074210609868
1079,0.100027797261
1080,0.083961421200
1081,0.145361809092
1082,0.075245400843
1083,0.073010732101
1084,0.133094491919
1085,0.078121247491
1086,0.153393170499
1087,0.110276006154
1088,0.068857654361
1089,0.123471345883
1090,0.161486680123
1091,0.086475614016
1092,0.124824319138
1093,0.147373094540
1094,0.134685082105
1095,0.059875270091
1096,0.117678025835
1097,0.122158479221
1098,0.120300200735
1099,0.165074298240
1100,0.082468132563
1101,0.044009864592
1102,0.109900575175
1103,0.066988594773
1104,0.139464497419
1105,0.100537553991
1106,0.030738654224
1107,0.056639855255
1108,0.093070155523
1109,0.084059972324
1110,0.118451912003
1111,0.048460680990
1112,0.078139498203
1113,0.124230350780
1114,0.157064776462
1115,0.053443259448
1116,0.145688763609
1117,0.045592077468
1118,0.093675582034
1119,0.005678894403
1120,0.144397362711
1121,0.016129398185
1122,0.139106652316
1123,0.027817571421
1124,0.132759537905
1125,0.068970071217
1126,0.084485975745
1127,0.152134793161
1128,0.033676465800
1129,0.144936907374
1130,0.058767232577
1131,0.165680931900
